usr,sys,idl,wai,hiq,siq,used,buff,cach,free,files,inodes,read,writ,reads,writs,recv,send,lis,act,syn,tim,clo,tot,tcp,udp,raw,frg,int,csw,run,blk,new
3.562,19.178,76.986,0.0,0.0,0.274,134070272.0,22159360.0,263241728.0,3594792960.0,1920.0,15335.0,0.0,0.0,0.0,0.0,1436.0,20321.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,54223.0,147031.0,1.0,0.0,8.0
1.25,17.188,81.562,0.0,0.0,0.0,134062080.0,22167552.0,263241728.0,3594792960.0,1856.0,15335.0,0.0,57344.0,0.0,4.0,1188.0,19826.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,59881.0,148536.0,4.0,0.0,0.0
1.597,18.85,79.553,0.0,0.0,0.0,133771264.0,22167552.0,263241728.0,3595083776.0,1824.0,15335.0,0.0,0.0,0.0,0.0,1248.0,20315.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,57866.0,143585.0,3.0,0.0,5.0
2.571,25.429,72.0,0.0,0.0,0.0,134115328.0,22167552.0,263245824.0,3594735616.0,2144.0,15338.0,0.0,49152.0,0.0,8.0,3477.0,19881.0,9.0,11.0,0.0,2.0,0.0,180.0,17.0,12.0,0.0,0.0,45208.0,128832.0,1.0,0.0,32.0
0.909,17.879,81.212,0.0,0.0,0.0,134148096.0,22167552.0,263245824.0,3594702848.0,2112.0,15335.0,0.0,0.0,0.0,0.0,1314.0,20857.0,9.0,11.0,0.0,2.0,0.0,180.0,17.0,12.0,0.0,0.0,42547.0,126003.0,1.0,0.0,5.0
8.493,22.466,69.041,0.0,0.0,0.0,133988352.0,22167552.0,263245824.0,3594862592.0,2144.0,15332.0,0.0,0.0,0.0,0.0,1291.0,18861.0,9.0,11.0,0.0,2.0,0.0,180.0,17.0,12.0,0.0,0.0,35490.0,117510.0,3.0,0.0,7.0
8.069,21.037,70.893,0.0,0.0,0.0,134500352.0,22175744.0,263249920.0,3594338304.0,2176.0,15328.0,0.0,49152.0,0.0,4.0,1116.0,20249.0,9.0,11.0,0.0,2.0,0.0,180.0,17.0,12.0,0.0,0.0,41794.0,120539.0,5.0,0.0,13.0
2.557,27.841,69.602,0.0,0.0,0.0,134266880.0,22175744.0,263249920.0,3594571776.0,2176.0,15328.0,0.0,0.0,0.0,0.0,1388.0,19469.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,57606.0,142190.0,5.0,0.0,5.0
1.27,20.952,77.778,0.0,0.0,0.0,134234112.0,22175744.0,263249920.0,3594604544.0,2176.0,15328.0,0.0,0.0,0.0,0.0,1182.0,18795.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,57513.0,141841.0,3.0,0.0,5.0
2.339,24.561,73.099,0.0,0.0,0.0,134008832.0,22175744.0,263249920.0,3594829824.0,2176.0,15328.0,0.0,49152.0,0.0,8.0,1388.0,20989.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,58181.0,143449.0,3.0,0.0,5.0
1.863,20.186,77.95,0.0,0.0,0.0,133971968.0,22175744.0,263254016.0,3594862592.0,2144.0,15328.0,0.0,0.0,0.0,0.0,1182.0,18795.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,58231.0,143682.0,4.0,0.0,5.0
2.09,23.284,74.627,0.0,0.0,0.0,133996544.0,22183936.0,263254016.0,3594829824.0,2144.0,15328.0,0.0,49152.0,0.0,4.0,1188.0,18795.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,58204.0,143528.0,5.0,0.0,5.0
